년도,월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,노선,국가,공항,도착_출발,정기_부정기,여객_화물,운항(편),유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,HAN,도착,정기,화물,30 ,0 ,0 ,0 ,1049398 ,1281871 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,HAN,도착,정기,여객,60 ,10616 ,46 ,2865 ,104454 ,438242 ,0 ,214246 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,HAN,출발,정기,화물,30 ,0 ,0 ,0 ,1799114 ,285608 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,HAN,출발,정기,여객,60 ,9636 ,58 ,3902 ,153136 ,179512 ,3424 ,212030 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,HAN,출발,부정기,화물,0 ,0 ,0 ,0 ,122976 ,81703 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,PQC,도착,정기,여객,30 ,3572 ,62 ,185 ,392 ,0 ,0 ,55158 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,PQC,출발,정기,여객,30 ,3596 ,69 ,238 ,0 ,0 ,0 ,46019 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,SGN,도착,정기,화물,8 ,0 ,0 ,0 ,140218 ,412870 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,SGN,도착,정기,여객,90 ,10938 ,57 ,10552 ,389122 ,432594 ,0 ,527851 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,SGN,출발,정기,화물,8 ,0 ,0 ,0 ,28826 ,90384 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,베트남,SGN,출발,정기,여객,90 ,10729 ,97 ,11130 ,311299 ,239611 ,7867 ,520015 
2026년,06월,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,도착,정기,화물,4 ,0 ,0 ,0 ,123967 ,86797 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,도착,정기,여객,89 ,19623 ,110 ,2674 ,716463 ,307865 ,0 ,311962 
2026년,06월,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,출발,정기,화물,4 ,0 ,0 ,0 ,341799 ,480499 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,출발,정기,여객,89 ,21415 ,157 ,2971 ,334446 ,630971 ,27312 ,410323 
2026년,06월,KAL,KE,대한항공,국제,동남아,인도네시아,CGK,도착,정기,여객,29 ,5940 ,23 ,995 ,38341 ,181643 ,0 ,116687 
2026년,06월,KAL,KE,대한항공,국제,동남아,인도네시아,CGK,출발,정기,화물,0 ,0 ,0 ,0 ,27828 ,128362 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,인도네시아,CGK,출발,정기,여객,30 ,4629 ,38 ,1733 ,53178 ,224146 ,11328 ,150952 
2026년,06월,KAL,KE,대한항공,국제,동남아,인도네시아,DPS,도착,정기,여객,60 ,11813 ,53 ,5135 ,8476 ,51075 ,0 ,293633 
2026년,06월,KAL,KE,대한항공,국제,동남아,인도네시아,DPS,출발,정기,여객,60 ,11647 ,63 ,4925 ,282152 ,33835 ,0 ,251782 
2026년,06월,KAL,KE,대한항공,국제,동남아,캄보디아,KTI,도착,정기,여객,30 ,2461 ,16 ,2313 ,4649 ,39 ,0 ,113017 
2026년,06월,KAL,KE,대한항공,국제,동남아,캄보디아,KTI,출발,정기,여객,30 ,2120 ,31 ,2196 ,168 ,0 ,512 ,106871 
2026년,06월,KAL,KE,대한항공,국제,동남아,태국,BKK,도착,정기,화물,9 ,0 ,0 ,0 ,286753 ,482306 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,태국,BKK,도착,정기,여객,120 ,18140 ,73 ,8572 ,610145 ,701654 ,0 ,497504 
2026년,06월,KAL,KE,대한항공,국제,동남아,태국,BKK,출발,정기,화물,8 ,0 ,0 ,0 ,57004 ,168092 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,태국,BKK,출발,정기,여객,120 ,18523 ,103 ,9419 ,401411 ,449977 ,22318 ,521429 
2026년,06월,KAL,KE,대한항공,국제,동남아,태국,HKT,도착,정기,여객,19 ,3134 ,33 ,1328 ,94774 ,0 ,0 ,73182 
2026년,06월,KAL,KE,대한항공,국제,동남아,태국,HKT,출발,정기,여객,20 ,3131 ,27 ,824 ,16254 ,77181 ,0 ,56140 
2026년,06월,KAL,KE,대한항공,국제,동남아,필리핀,CEB,도착,정기,여객,30 ,5760 ,58 ,2959 ,121761 ,42423 ,0 ,163467 
2026년,06월,KAL,KE,대한항공,국제,동남아,필리핀,CEB,출발,정기,여객,30 ,5798 ,98 ,3662 ,23944 ,290869 ,0 ,193110 
2026년,06월,KAL,KE,대한항공,국제,동남아,필리핀,MNL,도착,정기,여객,120 ,10533 ,41 ,14175 ,436307 ,232410 ,0 ,582915 
2026년,06월,KAL,KE,대한항공,국제,동남아,필리핀,MNL,출발,정기,화물,0 ,0 ,0 ,0 ,13179 ,115897 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,동남아,필리핀,MNL,출발,정기,여객,120 ,11165 ,80 ,12324 ,232853 ,412276 ,7878 ,599229 
2026년,06월,KAL,KE,대한항공,국제,미주,멕시코,GDL,도착,정기,화물,12 ,0 ,0 ,0 ,177233 ,253300 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,멕시코,GDL,출발,정기,화물,12 ,0 ,0 ,0 ,6401 ,201449 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ANC,도착,정기,화물,0 ,0 ,0 ,0 ,1616 ,0 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ANC,출발,정기,화물,0 ,0 ,0 ,0 ,41 ,0 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ATL,도착,정기,화물,13 ,0 ,0 ,0 ,281034 ,324276 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ATL,도착,정기,여객,60 ,8616 ,24 ,5850 ,43054 ,73056 ,0 ,366549 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ATL,출발,정기,화물,12 ,0 ,0 ,0 ,192774 ,165756 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ATL,출발,정기,여객,60 ,9017 ,63 ,5992 ,104708 ,810184 ,0 ,422409 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,BOS,도착,정기,여객,30 ,3662 ,15 ,3863 ,53227 ,20860 ,0 ,191362 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,BOS,출발,정기,여객,30 ,3183 ,24 ,4163 ,55576 ,387528 ,0 ,189288 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,DFW,도착,정기,여객,30 ,3884 ,23 ,3648 ,508 ,994 ,0 ,189771 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,DFW,출발,정기,화물,0 ,0 ,0 ,0 ,987657 ,1209760 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,DFW,출발,정기,여객,30 ,4452 ,54 ,3170 ,18564 ,251445 ,0 ,214517 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,IAD,도착,정기,여객,30 ,4738 ,26 ,2873 ,48084 ,99294 ,0 ,190553 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,IAD,출발,정기,여객,30 ,4075 ,43 ,3185 ,7235 ,415321 ,0 ,206799 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,JFK,도착,정기,화물,30 ,0 ,0 ,0 ,547698 ,263148 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,JFK,도착,정기,여객,60 ,10759 ,72 ,7890 ,88896 ,32550 ,1161 ,424603 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,JFK,출발,정기,화물,30 ,0 ,0 ,0 ,152297 ,910078 ,2181 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,JFK,출발,정기,여객,60 ,10214 ,65 ,8186 ,45720 ,506300 ,61147 ,457597 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAS,도착,정기,여객,30 ,2549 ,7 ,5197 ,0 ,0 ,0 ,178341 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAS,출발,정기,여객,30 ,2626 ,29 ,4685 ,2581 ,390011 ,0 ,178260 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAX,도착,정기,화물,53 ,0 ,0 ,0 ,753609 ,450749 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAX,도착,정기,여객,73 ,15337 ,63 ,9717 ,272737 ,117549 ,964 ,561230 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAX,도착,부정기,화물,1 ,0 ,0 ,0 ,6881 ,13515 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAX,출발,정기,화물,52 ,0 ,0 ,0 ,1008011 ,3759955 ,381 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAX,출발,정기,여객,73 ,14352 ,92 ,9701 ,60637 ,483896 ,48261 ,584112 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,LAX,출발,부정기,화물,1 ,0 ,0 ,0 ,8582 ,72742 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,MIA,출발,정기,화물,0 ,0 ,0 ,0 ,17880 ,757490 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ORD,도착,정기,화물,44 ,0 ,0 ,0 ,393528 ,179721 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ORD,도착,정기,여객,30 ,4508 ,24 ,3320 ,47924 ,86358 ,1250 ,186890 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ORD,도착,부정기,화물,1 ,0 ,0 ,0 ,39399 ,4055 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ORD,출발,정기,화물,44 ,0 ,0 ,0 ,838227 ,3511604 ,3697 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,ORD,출발,정기,여객,30 ,4815 ,44 ,2996 ,121992 ,406157 ,24970 ,205105 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,SEA,도착,정기,화물,18 ,0 ,0 ,0 ,1050534 ,347862 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,SEA,도착,정기,여객,30 ,5506 ,21 ,3683 ,66401 ,59542 ,0 ,202818 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,SEA,출발,정기,화물,19 ,0 ,0 ,0 ,1206 ,9761 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,SEA,출발,정기,여객,30 ,4675 ,55 ,4076 ,7433 ,267484 ,0 ,218680 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,SFO,도착,정기,화물,0 ,0 ,0 ,0 ,156077 ,380443 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,SFO,도착,정기,여객,30 ,5137 ,18 ,4219 ,45279 ,61667 ,0 ,200634 
2026년,06월,KAL,KE,대한항공,국제,미주,미국,SFO,출발,정기,여객,30 ,4893 ,26 ,3643 ,25590 ,305615 ,0 ,193994 
2026년,06월,KAL,KE,대한항공,국제,미주,브라질,VCP,도착,정기,화물,9 ,0 ,0 ,0 ,9708 ,33844 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,브라질,VCP,출발,정기,화물,8 ,0 ,0 ,0 ,50794 ,190480 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,칠레,SCL,도착,정기,화물,0 ,0 ,0 ,0 ,31449 ,58638 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YEG,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YHZ,도착,정기,화물,0 ,0 ,0 ,0 ,131016 ,461086 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YVR,도착,정기,화물,0 ,0 ,0 ,0 ,54003 ,19841 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YVR,도착,정기,여객,60 ,8038 ,63 ,9447 ,62734 ,81503 ,0 ,416604 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YVR,출발,정기,여객,60 ,6969 ,155 ,9444 ,33651 ,582227 ,28930 ,469659 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,도착,정기,화물,9 ,0 ,0 ,0 ,202140 ,191146 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,도착,정기,여객,30 ,5760 ,41 ,3172 ,15536 ,19749 ,0 ,221887 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,출발,정기,화물,9 ,0 ,0 ,0 ,4617 ,678982 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,미주,캐나다,YYZ,출발,정기,여객,30 ,4732 ,72 ,3935 ,8533 ,227654 ,23905 ,262330 
2026년,06월,KAL,KE,대한항공,국제,미주,페루,LIM,도착,정기,화물,0 ,0 ,0 ,0 ,7578 ,126884 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,대양주,뉴질랜드,AKL,도착,정기,여객,18 ,3420 ,29 ,730 ,43434 ,160707 ,0 ,81504 
2026년,06월,KAL,KE,대한항공,국제,대양주,뉴질랜드,AKL,출발,정기,여객,17 ,3240 ,43 ,459 ,22688 ,75079 ,16884 ,87787 
2026년,06월,KAL,KE,대한항공,국제,대양주,호주,BNE,도착,정기,여객,17 ,3193 ,21 ,787 ,34164 ,1777 ,0 ,73274 
2026년,06월,KAL,KE,대한항공,국제,대양주,호주,BNE,출발,정기,여객,17 ,3272 ,56 ,463 ,33527 ,123371 ,22499 ,78487 
2026년,06월,KAL,KE,대한항공,국제,대양주,호주,SYD,도착,정기,여객,30 ,7700 ,54 ,1286 ,105727 ,3006 ,0 ,166569 
2026년,06월,KAL,KE,대한항공,국제,대양주,호주,SYD,출발,정기,여객,30 ,7139 ,70 ,944 ,155136 ,172472 ,35296 ,153091 
2026년,06월,KAL,KE,대한항공,국제,대양주,괌,GUM,도착,정기,여객,52 ,6400 ,106 ,1056 ,16973 ,6753 ,0 ,99937 
2026년,06월,KAL,KE,대한항공,국제,대양주,괌,GUM,출발,정기,여객,53 ,6317 ,109 ,1180 ,113361 ,43001 ,0 ,103156 
2026년,06월,KAL,KE,대한항공,국제,대양주,하와이,HNL,도착,정기,여객,30 ,5261 ,37 ,4026 ,31764 ,34628 ,464 ,194643 
2026년,06월,KAL,KE,대한항공,국제,대양주,하와이,HNL,출발,정기,여객,30 ,5652 ,56 ,3126 ,6059 ,364265 ,1765 ,176782 
2026년,06월,KAL,KE,대한항공,국제,유럽,아르메니아,EVN,도착,부정기,여객,2 ,569 ,0 ,0 ,14731 ,0 ,0 ,10354 
2026년,06월,KAL,KE,대한항공,국제,유럽,아르메니아,EVN,출발,부정기,여객,1 ,285 ,0 ,0 ,0 ,0 ,0 ,4322 
2026년,06월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,도착,정기,화물,13 ,0 ,0 ,0 ,902186 ,159648 ,4917 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,도착,정기,여객,26 ,5949 ,13 ,510 ,176854 ,110591 ,14545 ,123207 
2026년,06월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,출발,정기,화물,12 ,0 ,0 ,0 ,336836 ,737465 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,출발,정기,여객,26 ,6195 ,27 ,484 ,132677 ,302253 ,0 ,121734 
2026년,06월,KAL,KE,대한항공,국제,유럽,노르웨이,OSL,도착,정기,화물,8 ,0 ,0 ,0 ,402410 ,153672 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,노르웨이,OSL,출발,정기,화물,9 ,0 ,0 ,0 ,76531 ,33574 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,독일,FRA,도착,정기,화물,16 ,0 ,0 ,0 ,904610 ,308298 ,566 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,독일,FRA,도착,정기,여객,13 ,3359 ,11 ,105 ,67685 ,36738 ,0 ,70814 
2026년,06월,KAL,KE,대한항공,국제,유럽,독일,FRA,출발,정기,화물,17 ,0 ,0 ,0 ,346460 ,845257 ,2818 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,독일,FRA,출발,정기,여객,12 ,3051 ,18 ,139 ,95871 ,83819 ,8004 ,64371 
2026년,06월,KAL,KE,대한항공,국제,유럽,스위스,ZRH,도착,정기,화물,5 ,0 ,0 ,0 ,199342 ,99102 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,스위스,ZRH,도착,정기,여객,12 ,3488 ,5 ,77 ,19102 ,17450 ,0 ,65935 
2026년,06월,KAL,KE,대한항공,국제,유럽,스위스,ZRH,출발,정기,화물,4 ,0 ,0 ,0 ,2 ,48955 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,스위스,ZRH,출발,정기,여객,13 ,3554 ,7 ,113 ,4288 ,58353 ,2831 ,68328 
2026년,06월,KAL,KE,대한항공,국제,유럽,스페인,MAD,도착,정기,화물,8 ,0 ,0 ,0 ,372441 ,395969 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,스페인,MAD,도착,정기,여객,17 ,4158 ,15 ,234 ,90654 ,37182 ,0 ,82914 
2026년,06월,KAL,KE,대한항공,국제,유럽,스페인,MAD,출발,정기,화물,9 ,0 ,0 ,0 ,879 ,769289 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,스페인,MAD,출발,정기,여객,17 ,3533 ,19 ,223 ,7277 ,97545 ,3694 ,66521 
2026년,06월,KAL,KE,대한항공,국제,유럽,영국,LHR,도착,정기,화물,8 ,0 ,0 ,0 ,136892 ,40485 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,영국,LHR,도착,정기,여객,30 ,6950 ,23 ,479 ,244741 ,49467 ,9673 ,157839 
2026년,06월,KAL,KE,대한항공,국제,유럽,영국,LHR,출발,정기,화물,8 ,0 ,0 ,0 ,226900 ,309509 ,1918 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,영국,LHR,출발,정기,여객,30 ,7105 ,41 ,546 ,147418 ,224356 ,44679 ,151513 
2026년,06월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,도착,정기,여객,18 ,4865 ,12 ,229 ,89949 ,20421 ,0 ,93757 
2026년,06월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,정기,화물,0 ,0 ,0 ,0 ,573760 ,723561 ,1267 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,정기,여객,17 ,4157 ,12 ,354 ,49428 ,119226 ,3235 ,80468 
2026년,06월,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,부정기,화물,0 ,0 ,0 ,0 ,0 ,7155 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,FCO,도착,정기,여객,13 ,3668 ,5 ,141 ,37903 ,70074 ,0 ,74743 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,FCO,출발,정기,여객,13 ,3373 ,5 ,295 ,55797 ,46599 ,0 ,62269 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,정기,화물,5 ,0 ,0 ,0 ,376003 ,64193 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,정기,여객,18 ,5328 ,8 ,188 ,31708 ,6250 ,0 ,109551 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,부정기,화물,8 ,0 ,0 ,0 ,341006 ,191320 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,정기,화물,4 ,0 ,0 ,0 ,17054 ,174500 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,정기,여객,17 ,4912 ,8 ,173 ,4562 ,51976 ,2251 ,90107 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,부정기,화물,9 ,0 ,0 ,0 ,928 ,11566 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,이탈리아,VCE,출발,부정기,여객,1 ,278 ,0 ,0 ,0 ,0 ,0 ,4787 
2026년,06월,KAL,KE,대한항공,국제,유럽,체코,PRG,도착,정기,여객,17 ,4571 ,14 ,453 ,87272 ,75165 ,0 ,90416 
2026년,06월,KAL,KE,대한항공,국제,유럽,체코,PRG,출발,정기,여객,17 ,4517 ,17 ,538 ,4933 ,75204 ,0 ,85116 
2026년,06월,KAL,KE,대한항공,국제,유럽,포르투갈,LIS,도착,정기,여객,13 ,3267 ,2 ,97 ,76433 ,23142 ,0 ,66158 
2026년,06월,KAL,KE,대한항공,국제,유럽,포르투갈,LIS,출발,정기,여객,12 ,2724 ,3 ,178 ,1482 ,21 ,0 ,46323 
2026년,06월,KAL,KE,대한항공,국제,유럽,프랑스,CDG,도착,정기,화물,0 ,0 ,0 ,0 ,288940 ,53989 ,0 ,0 
2026년,06월,KAL,KE,대한항공,국제,유럽,프랑스,CDG,도착,정기,여객,25 ,6159 ,12 ,274 ,373158 ,46899 ,188 ,130278 
2026년,06월,KAL,KE,대한항공,국제,유럽,프랑스,CDG,출발,정기,여객,26 ,6435 ,24 ,200 ,111359 ,309680 ,15869 ,128472 
2026년,06월,KAL,KE,대한항공,국제,유럽,헝가리,BUD,도착,정기,여객,17 ,4159 ,3 ,217 ,70088 ,3742 ,0 ,86853 
2026년,06월,KAL,KE,대한항공,국제,유럽,헝가리,BUD,출발,정기,여객,18 ,3169 ,7 ,403 ,10116 ,207532 ,1803 ,69810 
2026년,06월,KAL,KE,대한항공,국제,유럽,튀르키예,IST,도착,정기,여객,22 ,4340 ,7 ,594 ,87983 ,63531 ,0 ,86019 
2026년,06월,KAL,KE,대한항공,국제,유럽,튀르키예,IST,출발,정기,여객,21 ,3845 ,10 ,562 ,146493 ,105244 ,1052 ,77830 
2026년,06월,KAL,KE,대한항공,국제,유럽,조지아,TBS,도착,부정기,여객,2 ,561 ,0 ,0 ,0 ,0 ,0 ,9725 
2026년,06월,KAL,KE,대한항공,국제,유럽,조지아,TBS,출발,부정기,여객,2 ,569 ,0 ,0 ,0 ,0 ,0 ,9032 
2026년,06월,KAL,KE,대한항공,국제,기타,네팔,KTM,도착,정기,여객,8 ,1260 ,37 ,756 ,24719 ,33771 ,0 ,52934 
2026년,06월,KAL,KE,대한항공,국제,기타,네팔,KTM,출발,정기,여객,9 ,920 ,13 ,357 ,1384 ,99069 ,1888 ,36116 
2026년,06월,KAL,KE,대한항공,국제,기타,인도,DEL,도착,정기,여객,18 ,3085 ,12 ,1335 ,110173 ,82858 ,0 ,92891 
2026년,06월,KAL,KE,대한항공,국제,기타,인도,DEL,출발,정기,여객,17 ,2920 ,15 ,593 ,4331 ,149762 ,0 ,77637 
2026년,06월,KAL,KE,대한항공,국제,기타,인도,DEL,출발,부정기,화물,0 ,0 ,0 ,0 ,116203 ,54318 ,0 ,0 
2026년,06월,KLM,KL,KLM네덜란드항공,국제,유럽,네덜란드,AMS,도착,정기,여객,29 ,6783 ,20 ,444 ,391683 ,0 ,5518 ,118637 
2026년,06월,KLM,KL,KLM네덜란드항공,국제,유럽,네덜란드,AMS,출발,정기,여객,29 ,6952 ,31 ,664 ,336400 ,0 ,9580 ,151406 
2026년,06월,KYE,GG,스카이 리스,국제,중국,중국,EHU,출발,부정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,KYE,GG,스카이 리스,국제,동남아,베트남,HAN,출발,부정기,화물,0 ,0 ,0 ,0 ,191271 ,0 ,0 ,0 
2026년,06월,KYE,GG,스카이 리스,국제,미주,미국,ANC,출발,부정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,KYE,GG,스카이 리스,국제,미주,미국,LAX,도착,부정기,화물,6 ,0 ,0 ,0 ,97524 ,0 ,0 ,0 
2026년,06월,KYE,GG,스카이 리스,국제,미주,미국,LAX,출발,부정기,화물,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,KYE,GG,스카이 리스,국제,미주,미국,ORD,도착,부정기,화물,8 ,0 ,0 ,0 ,3669 ,0 ,0 ,0 
2026년,06월,KYE,GG,스카이 리스,국제,미주,미국,ORD,출발,부정기,화물,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,KYE,GG,스카이 리스,국제,미주,미국,SBD,도착,부정기,화물,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,ALA,도착,정기,여객,30 ,4440 ,27 ,747 ,16810 ,0 ,826 ,84167 
2026년,06월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,ALA,출발,정기,여객,30 ,5090 ,34 ,457 ,130902 ,0 ,5048 ,108304 
2026년,06월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,NQZ,도착,정기,여객,16 ,1408 ,9 ,528 ,486 ,0 ,530 ,27613 
2026년,06월,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,NQZ,출발,정기,여객,16 ,1856 ,7 ,342 ,4796 ,0 ,0 ,47051 
2026년,06월,LAO,QV,라오 항공,국제,동남아,라오스,VTE,도착,정기,여객,22 ,2866 ,8 ,48 ,30636 ,0 ,137 ,43212 
2026년,06월,LAO,QV,라오 항공,국제,동남아,라오스,VTE,출발,정기,여객,22 ,2973 ,8 ,49 ,11454 ,0 ,2758 ,48783 
2026년,06월,LHA,GI,롱하오 항공,국제,중국,중국,WEH,도착,정기,화물,30 ,0 ,0 ,0 ,498066 ,0 ,0 ,0 
2026년,06월,LHA,GI,롱하오 항공,국제,중국,중국,WEH,도착,부정기,화물,1 ,0 ,0 ,0 ,17188 ,0 ,0 ,0 
2026년,06월,LHA,GI,롱하오 항공,국제,중국,중국,WEH,출발,정기,화물,30 ,0 ,0 ,0 ,217076 ,0 ,0 ,0 
2026년,06월,LHA,GI,롱하오 항공,국제,중국,중국,WEH,출발,부정기,화물,1 ,0 ,0 ,0 ,323 ,0 ,0 ,0 
2026년,06월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WAW,도착,정기,여객,26 ,5822 ,18 ,100 ,164366 ,0 ,12453 ,95463 
2026년,06월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WAW,출발,정기,여객,26 ,5887 ,22 ,84 ,247060 ,0 ,32550 ,114173 
2026년,06월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WRO,도착,정기,여객,4 ,942 ,2 ,17 ,5323 ,0 ,0 ,16294 
2026년,06월,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WRO,출발,정기,여객,4 ,928 ,11 ,5 ,43464 ,0 ,0 ,18923 
2026년,06월,MAA,M7,MAS AIR,국제,중국,중국,WUX,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,06월,MAA,M7,MAS AIR,국제,중국,중국,WUX,도착,부정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
